Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
17,73,High,High,7,92,Male,67
22,89,High,Medium,6,76,Male,70
20,65,High,High,6,97,Female,65
27,72,Medium,Low,4,68,Male,63
21,66,Medium,Medium,7,63,Female,64
21,92,High,Medium,4,85,Male,69
18,69,Low,Medium,8,59,Female,60
20,89,Low,Medium,9,95,Male,69
22,98,Medium,Low,8,69,Female,72
10,81,Medium,Low,7,85,Male,63
12,82,Low,Medium,9,79,Female,63
24,78,High,Low,7,53,Male,66
21,73,Medium,Medium,6,85,Male,70
19,79,Medium,High,7,90,Female,68
20,84,Medium,Medium,10,99,Male,69
22,99,Medium,Medium,5,71,Female,72
17,98,Low,High,5,75,Male,67
15,94,Low,Medium,8,94,Male,68
21,96,Medium,High,7,63,Female,70
14,79,High,Medium,6,59,Male,68
22,86,Medium,Medium,5,57,Male,69
10,96,Medium,Medium,4,99,Female,68
26,76,Medium,Medium,5,64,Female,66
23,98,Medium,Medium,9,88,Female,72
22,77,Medium,Medium,7,72,Male,67
26,84,Low,High,4,62,Male,70
30,88,High,Medium,9,96,Male,73
26,98,Medium,Low,9,73,Male,73
9,70,Medium,Medium,9,78,Female,60
12,90,Medium,High,6,61,Male,67
16,81,High,Medium,7,66,Male,69
20,71,Medium,Low,7,87,Male,65
23,91,Low,High,9,67,Female,70
16,82,High,High,6,75,Female,68
21,86,Medium,Low,6,56,Female,66
15,73,Low,High,8,93,Male,65
16,79,Low,Medium,9,87,Female,64
12,85,High,High,7,88,Female,67
14,76,High,Medium,8,59,Male,65
12,68,High,High,7,75,Male,64
14,98,High,High,7,51,Male,67
26,80,Medium,Low,6,66,Male,70
14,89,Medium,Low,5,67,Female,63
36,76,Medium,Medium,6,96,Male,71
23,74,High,Low,6,100,Male,68
21,76,Medium,Medium,7,81,Female,67
15,76,High,High,9,76,Female,67
24,82,Low,Medium,7,72,Female,68
17,82,High,Medium,6,51,Male,66
21,80,Medium,Medium,8,90,Male,68
35,65,High,Medium,7,84,Male,70
19,80,Low,Low,8,82,Male,67
27,67,Low,Medium,6,90,Male,67
16,65,Low,High,9,96,Male,62
20,97,Medium,High,9,69,Male,67
31,84,Medium,High,7,71,Male,70
16,86,High,High,8,99,Male,72
31,76,Medium,Medium,9,83,Female,70
24,96,Low,High,6,93,Female,94
17,86,Medium,Medium,7,61,Male,66
24,91,Low,Low,7,66,Male,69
26,75,High,Medium,5,70,Male,68
24,98,High,Low,8,66,Male,71
11,93,High,Medium,9,94,Male,69
16,94,Medium,Medium,7,76,Female,67
19,67,Low,Medium,8,98,Female,64
20,71,Medium,Medium,9,66,Female,63
24,71,Medium,High,6,52,Female,66
21,71,High,Medium,8,57,Female,66
12,94,Low,High,6,61,Male,69
22,61,Low,Low,6,82,Female,64
24,63,High,Medium,8,59,Male,62
23,71,Medium,Medium,7,69,Female,66
26,68,Medium,High,8,90,Male,70
25,69,High,Medium,7,56,Male,67
23,92,Low,Medium,8,54,Female,68
20,83,High,Low,9,77,Male,67
10,60,Medium,Medium,9,85,Male,62
23,77,Low,Medium,8,96,Male,67
21,76,Medium,High,8,83,Male,68
22,65,Low,Medium,7,97,Female,64
12,87,Medium,Low,7,62,Female,64
14,88,Medium,Medium,8,67,Male,66
26,89,Medium,Low,7,92,Male,72
20,89,Medium,High,8,91,Female,72
24,60,Medium,High,9,83,Male,66
20,98,Low,Medium,7,75,Male,72
20,93,High,Medium,4,51,Male,69
26,96,High,High,10,64,Female,72
17,61,Low,Low,6,58,Male,60
21,97,Medium,Medium,7,53,Male,69
17,92,Medium,High,8,89,Male,68
17,93,Low,Medium,9,57,Male,69
18,64,Medium,Low,10,68,Male,62
21,90,Medium,Medium,6,99,Male,71
17,98,Medium,High,9,70,Male,70
28,87,Low,Low,7,57,Male,68
15,83,High,Medium,10,84,Male,68
19,98,Medium,High,9,90,Female,70
17,78,Medium,High,7,64,Female,65
29,84,High,Medium,6,90,Male,73
21,79,High,Medium,4,64,Male,66
26,97,Medium,Medium,8,85,Male,71
11,63,High,Medium,9,56,Female,62
22,80,Medium,Medium,8,71,Female,68
25,87,Medium,High,4,76,Male,70
20,92,Medium,Low,5,86,Female,68
26,83,High,Low,8,83,Female,71
17,96,Medium,Medium,10,93,Female,70
28,98,Medium,Medium,7,59,Male,72
34,63,Medium,High,9,83,Male,69
18,76,Medium,High,5,56,Male,63
17,61,Medium,Medium,7,74,Female,62
29,73,Medium,Medium,7,76,Female,68
29,81,Low,Medium,9,51,Male,70
17,96,Medium,Medium,6,54,Male,69
17,94,Medium,Medium,10,92,Male,68
18,65,High,Medium,7,64,Male,65
12,64,Medium,Low,5,67,Male,59
14,84,Medium,Medium,5,82,Male,66
14,81,High,Medium,6,61,Male,64
15,71,Low,Medium,8,60,Female,63
20,96,Medium,Medium,6,71,Male,72
21,97,Medium,High,6,53,Male,67
29,76,Medium,Medium,8,96,Male,94
14,96,Medium,High,4,97,Female,70
26,75,Low,Medium,6,72,Male,66
19,89,Low,Medium,5,60,Female,69
20,79,Medium,Low,6,74,Male,64
24,65,Medium,Medium,7,55,Female,63
13,97,High,High,7,70,Female,71
22,78,High,Medium,7,54,Male,65
21,89,Low,Medium,9,85,Female,68
23,75,Medium,Medium,7,64,Male,64
22,61,Low,Low,10,76,Male,64
35,64,Medium,Medium,8,51,Male,66
16,80,High,Medium,6,76,Male,68
17,88,Medium,Medium,10,50,Female,67
16,73,Low,High,7,96,Female,66
17,88,Medium,Medium,10,75,Male,68
16,88,Low,Medium,7,55,Male,66
27,88,Medium,Medium,7,67,Male,71
29,80,Medium,High,8,52,Female,71
17,97,Medium,High,7,77,Male,68
15,80,High,Low,9,56,Female,64
23,78,Medium,Medium,10,74,Male,67
17,68,High,Medium,4,65,Male,64
24,72,High,Low,8,88,Female,68
21,62,Medium,Low,6,74,Male,62
11,85,Medium,Low,4,92,Male,64
29,70,Low,High,8,97,Male,70
31,72,Medium,Medium,8,98,Male,68
16,91,Medium,Medium,8,63,Female,69
18,73,Low,Medium,8,88,Male,65
22,70,Medium,High,8,72,Male,67
22,67,High,Medium,6,71,Male,65
24,91,High,Medium,7,93,Male,71
32,65,Medium,Low,8,57,Female,65
19,78,Medium,Medium,9,74,Female,66
15,80,High,Medium,7,80,Female,65
12,87,Medium,Medium,7,53,Male,65
16,85,Low,Medium,7,93,Male,68
20,92,Medium,Medium,5,66,Male,68
31,62,High,Medium,8,83,Female,67
17,72,Low,Medium,5,96,Male,65
21,71,Medium,Low,8,86,Male,66
20,66,Medium,Medium,7,94,Female,63
27,72,High,High,5,53,Male,70
35,72,High,High,5,75,Male,72
17,81,Medium,High,6,78,Male,67
17,87,High,Low,6,84,Male,67
26,75,Low,Medium,9,56,Male,66
24,89,Low,Medium,7,83,Male,66
31,73,High,Medium,8,57,Male,69
24,72,Medium,Low,9,53,Male,62
18,82,Low,Medium,9,73,Female,66
24,61,Medium,Medium,7,80,Male,64
27,63,High,Medium,6,98,Female,67
25,77,High,High,8,85,Male,71
23,98,High,Medium,6,80,Male,73
26,89,Medium,Low,10,61,Female,68
27,64,High,Low,8,58,Male,66
28,94,Medium,High,7,80,Male,75
24,89,Medium,High,8,61,Female,72
19,84,High,Low,7,85,Male,68
21,93,Medium,Medium,6,56,Male,68
27,76,Low,High,8,67,Male,69
15,69,Medium,Medium,7,89,Female,63
22,80,Medium,High,10,92,Female,70
18,82,Low,Medium,6,67,Male,66
20,82,Low,Low,8,60,Male,66
28,83,Medium,High,6,98,Male,72
21,98,Low,Medium,6,88,Male,71
20,96,High,Medium,4,90,Male,72
12,95,Medium,Medium,8,61,Male,69
24,92,Low,High,6,71,Male,71
24,98,Medium,Low,9,53,Male,69
33,64,High,Medium,8,55,Female,68
18,71,Low,Low,7,61,Male,61
21,80,Medium,High,5,65,Male,68
21,94,High,Medium,8,100,Male,72
29,80,Medium,Medium,6,71,Female,70
19,90,High,Medium,5,85,Female,73
22,66,Medium,High,8,95,Female,67
24,70,Medium,High,5,62,Male,65
21,89,Medium,Medium,4,57,Female,68
17,67,Low,High,9,62,Male,65
21,74,High,Medium,6,94,Male,97
26,71,High,Low,4,83,Male,66
14,74,High,High,6,73,Female,67
21,88,High,Medium,6,91,Female,70
16,75,High,Medium,9,62,Female,66
27,82,Medium,High,5,62,Female,69
11,64,High,Medium,5,78,Male,62
17,92,Medium,Low,8,90,Male,68
22,75,Medium,High,6,63,Male,67
29,86,Medium,Medium,7,61,Female,68
20,89,High,Medium,6,74,Male,69
17,68,Medium,Medium,10,57,Female,62
31,95,High,Medium,5,87,Male,75
11,85,Medium,Medium,7,79,Male,65
7,77,High,Medium,9,76,Male,63
23,67,High,Medium,6,94,Male,66
17,98,Low,High,6,87,Female,71
14,90,High,Medium,8,57,Male,66
24,68,Medium,Medium,9,71,Male,66
21,74,Medium,High,6,66,Male,66
17,92,High,High,9,90,Male,71
12,88,Medium,Medium,7,86,Male,68
25,91,Medium,Medium,8,74,Male,71
24,78,Medium,Medium,9,91,Female,68
19,89,Low,Medium,8,71,Male,68
31,75,Medium,Medium,7,90,Male,68
14,68,Medium,Medium,6,52,Male,62
11,85,High,Low,10,57,Male,65
16,99,Low,High,6,88,Male,71
20,72,Medium,High,7,56,Male,63
21,78,High,Medium,8,84,Male,68
19,87,High,Low,8,86,Female,69
22,82,High,High,10,83,Male,69
12,94,Medium,High,7,91,Female,71
29,90,Medium,High,7,76,Female,71
20,62,Medium,Medium,9,95,Male,62
27,100,Low,Low,7,78,Male,70
22,90,High,High,8,75,Male,70
23,95,Medium,Medium,7,75,Male,73
23,86,Medium,High,8,96,Female,71
23,94,Medium,Low,8,62,Female,69
24,64,Medium,High,6,85,Male,66
28,74,Medium,Low,4,62,Male,65
21,95,High,Medium,4,55,Male,71
24,68,Medium,Medium,4,98,Male,68
19,63,Medium,High,7,56,Female,64
29,92,Low,Low,4,84,Male,71
16,93,Low,Medium,7,71,Male,67
31,67,Medium,Low,7,92,Female,66
20,94,Low,High,8,89,Male,71
11,87,Low,Medium,8,57,Male,62
21,81,High,Medium,8,73,Male,67
16,93,Medium,Low,8,51,Male,67
25,77,Low,Medium,7,71,Female,66
16,68,Low,Medium,7,85,Female,64
17,71,Low,Medium,6,62,Male,62
9,80,Medium,High,7,91,Female,65
17,81,Medium,Low,5,53,Male,63
5,92,Medium,Medium,9,52,Female,64
10,92,Low,High,6,51,Female,65
25,83,Medium,High,7,64,Male,68
25,91,Medium,High,7,73,Female,72
23,68,Medium,Medium,9,55,Male,64
14,62,High,Medium,4,100,Male,62
20,95,Medium,Low,7,100,Female,69
20,63,Low,Low,8,76,Female,64
13,70,High,Medium,10,78,Female,61
29,88,Medium,High,7,96,Female,72
25,76,Medium,Low,6,88,Male,66
19,95,High,Low,10,58,Male,69
20,72,Medium,Medium,8,90,Female,65
21,60,High,Medium,9,62,Male,64
8,72,Low,Medium,5,72,Female,62
19,83,Medium,Medium,8,77,Male,66
16,75,Low,Low,5,86,Female,62
14,81,Medium,Medium,5,58,Male,66
18,95,Medium,High,8,54,Female,70
31,96,Medium,Medium,8,93,Male,75
24,71,Low,High,6,91,Female,67
17,78,Low,Medium,9,76,Male,66
23,82,Medium,High,6,83,Male,71
28,98,High,Medium,7,86,Female,75
26,100,High,High,7,74,Female,72
20,69,High,Medium,7,63,Female,64
16,89,Medium,Medium,9,74,Male,65
24,75,Low,Medium,5,98,Male,67
22,60,Medium,Medium,6,92,Male,63
25,60,Medium,Low,5,73,Male,62
24,78,Low,High,10,61,Female,69
26,80,Medium,Medium,7,94,Male,70
17,61,Low,Medium,6,82,Male,63
28,87,Medium,Medium,7,70,Male,71
21,72,Medium,Low,8,56,Male,63
32,82,Low,Medium,8,88,Male,71
16,72,Medium,Medium,6,66,Male,63
30,67,Medium,High,6,80,Male,68
21,76,Medium,Low,5,78,Male,65
16,69,High,High,7,85,Female,66
17,81,Low,Medium,9,77,Male,66
18,68,High,High,6,82,Male,66
23,80,Low,Low,8,54,Female,65
23,66,Medium,High,6,83,Female,66
17,87,Medium,Medium,5,60,Female,67
20,90,High,Medium,8,70,Female,68
33,64,Medium,Low,10,76,Male,68
30,79,Low,Medium,8,84,Female,69
23,63,Medium,Low,6,87,Male,64
20,84,Medium,Medium,6,85,Male,67
21,71,Medium,Medium,10,55,Female,63
24,81,Low,High,7,69,Male,67
14,81,Medium,High,6,64,Female,64
18,97,Low,Medium,7,70,Female,66
10,82,High,Medium,7,82,Male,65
22,83,Medium,Medium,8,60,Female,68
24,76,Low,High,9,75,Male,66
17,98,High,High,9,94,Male,71
29,91,Medium,High,7,87,Female,74
13,71,Medium,High,7,86,Male,65
11,94,Low,High,8,92,Female,68
21,77,Medium,High,6,70,Male,68
26,93,Medium,Medium,8,88,Male,72
30,93,High,High,7,53,Female,74
17,68,Low,High,8,53,Male,61
26,88,Low,Low,10,67,Male,65
20,72,High,Low,8,60,Male,63
19,72,High,Medium,7,76,Female,66
25,72,Low,High,6,59,Male,66
24,89,High,Medium,7,99,Female,73
11,69,Medium,Medium,5,93,Male,63
29,60,High,High,8,99,Female,68
28,89,High,Low,4,90,Female,73
16,67,Low,High,8,98,Male,63
22,64,Medium,High,8,68,Male,65
23,70,Low,High,7,75,Female,66
22,75,Low,Low,6,62,Female,65
17,79,Low,High,7,82,Male,66
16,62,High,Medium,4,89,Female,65
20,99,Medium,Medium,8,75,Female,70
27,89,Medium,Medium,7,65,Female,70
23,73,High,Medium,9,75,Female,68
18,73,Medium,High,8,53,Male,64
25,78,Medium,Medium,7,86,Female,68
3,85,Low,High,8,73,Male,62
27,66,Medium,Medium,6,95,Male,68
10,68,Low,Medium,6,96,Male,61
18,94,High,Medium,7,56,Male,69
13,70,Medium,Medium,7,100,Male,65
12,75,Medium,High,6,98,Male,65
27,95,Medium,High,7,81,Male,72
17,87,Medium,Medium,7,91,Female,70
22,74,Medium,High,10,51,Male,65
20,87,Medium,Medium,7,99,Male,69
23,61,High,Low,6,73,Male,65
20,89,Low,Medium,7,95,Male,69
12,79,Low,Medium,9,69,Male,65
26,93,Medium,High,9,89,Male,72
17,98,High,Low,10,71,Female,70
11,97,Medium,Medium,7,68,Female,64
17,96,Medium,Low,8,97,Female,67
29,80,Medium,Low,5,85,Male,69
25,74,Low,Medium,6,92,Male,70
18,79,Medium,Medium,5,77,Male,65
18,88,High,High,8,96,Female,69
18,95,High,Medium,7,87,Male,74
32,68,Low,Medium,7,54,Male,66
22,97,Medium,Medium,6,88,Male,72
23,93,Medium,Low,8,51,Male,67
26,99,Low,High,4,91,Female,75
21,95,Medium,Low,7,67,Female,70
18,71,Low,Low,7,80,Female,63
19,64,Medium,Medium,4,87,Male,65
20,64,Medium,High,8,82,Female,64
20,72,Medium,High,7,84,Female,65
24,85,Medium,Medium,8,95,Female,70
20,92,Medium,Low,10,69,Male,67
24,96,Medium,Medium,7,77,Female,67
20,85,Medium,High,8,59,Female,68
20,60,Medium,Medium,9,73,Male,65
8,67,High,Medium,8,58,Female,61
25,64,Medium,Low,6,82,Female,63
22,75,Medium,Low,5,66,Male,80
26,80,Medium,Medium,8,93,Male,69
3,62,Medium,Low,6,67,Male,55
33,74,Medium,Medium,9,64,Female,70
19,67,Medium,Medium,6,75,Female,65
27,86,Low,Medium,7,59,Male,68
14,79,Medium,Low,5,60,Male,64
24,80,Medium,Medium,6,89,Male,69
14,77,Low,High,6,75,Female,89
16,98,Medium,Low,6,60,Male,67
31,69,Medium,Medium,7,52,Male,92
19,81,High,High,6,73,Female,67
21,89,Low,Medium,10,87,Male,70
25,82,High,Low,8,68,Male,68
23,97,Medium,Low,9,62,Male,70
21,75,Medium,Medium,7,70,Male,67
22,79,Medium,Medium,7,98,Male,69
34,64,Medium,Medium,6,71,Female,67
20,84,High,High,10,63,Female,69
21,72,Medium,High,7,78,Female,63
26,66,Medium,Medium,6,91,Female,69
27,82,Medium,High,6,51,Male,66
27,81,Medium,Medium,8,78,Male,68
24,63,Medium,Medium,9,92,Male,69
13,88,High,Low,9,61,Female,66
30,85,Medium,Medium,6,96,Female,72
13,68,Low,Medium,6,79,Male,62
22,79,Medium,Medium,9,76,Male,67
15,89,High,Low,10,98,Male,67
20,81,High,High,7,56,Male,67
22,76,Medium,Low,9,87,Female,65
22,73,High,Low,5,91,Male,67
23,84,Low,Low,6,74,Female,66
30,98,Low,Low,5,50,Male,70
23,87,Low,High,8,76,Female,71
19,63,Low,High,7,58,Female,64
26,78,Low,High,7,78,Female,69
27,96,Medium,High,9,87,Male,72
13,64,Medium,Low,6,77,Male,60
24,100,Medium,Low,7,82,Male,71
24,98,Medium,Medium,5,55,Male,71
18,63,High,High,9,55,Female,66
28,97,Medium,Medium,9,93,Female,74
19,75,Medium,Medium,8,52,Male,64
21,94,Medium,Low,7,64,Male,68
19,77,High,Low,6,97,Male,66
20,78,Medium,Medium,5,73,Female,65
13,85,Low,High,7,84,Female,64
11,91,Medium,Low,8,61,Male,65
30,61,High,High,10,64,Male,69
15,84,Medium,High,6,75,Female,68
14,67,Medium,High,7,82,Female,62
7,74,Low,High,9,98,Male,63
16,74,High,Low,9,79,Female,65
12,79,Low,High,6,55,Female,62
30,73,Low,Medium,7,68,Male,67
26,64,Low,High,6,62,Male,64
16,66,Medium,Low,6,63,Male,61
34,61,Low,Medium,9,75,Male,65
26,79,High,Low,7,66,Male,67
18,98,High,Low,7,64,Male,70
5,65,Medium,High,7,98,Male,59
34,98,Medium,High,7,79,Male,75
12,89,Low,Medium,7,63,Male,67
10,85,Medium,Medium,6,64,Male,64
26,86,Medium,High,9,91,Female,72
35,93,Medium,Medium,6,94,Female,76
28,64,Medium,High,6,84,Male,69
23,80,Low,Medium,7,72,Male,65
24,88,High,Medium,10,88,Female,72
25,83,Medium,High,6,97,Male,69
25,93,High,Medium,8,58,Female,71
22,63,High,Medium,7,93,Male,64
21,88,High,High,7,92,Female,74
20,81,Medium,High,8,68,Male,68
15,75,Medium,High,4,65,Female,66
18,74,Medium,Medium,6,78,Female,65
10,85,High,Medium,8,64,Female,67
19,96,Medium,Medium,7,57,Female,69
14,80,High,Low,7,98,Male,66
13,93,Medium,High,8,75,Male,69
21,76,Medium,Medium,6,74,Male,67
28,64,Medium,Medium,9,56,Male,64
26,62,High,High,8,75,Male,67
11,62,Low,High,7,87,Female,61
14,75,Medium,Low,8,62,Female,61
26,73,Medium,Medium,9,68,Male,68
14,89,Low,High,6,59,Male,66
19,90,Medium,Medium,8,68,Male,66
23,62,Medium,High,10,93,Female,68
14,69,Low,High,8,62,Male,63
21,71,Medium,Medium,7,51,Female,66
12,82,High,Medium,10,77,Female,66
16,66,High,Medium,7,79,Female,66
22,65,Medium,Medium,9,66,Male,65
10,98,Medium,Medium,6,82,Male,69
23,92,Medium,High,9,52,Female,71
20,67,High,High,6,67,Female,66
23,76,Medium,Medium,7,57,Female,66
21,74,Medium,High,6,61,Male,65
28,92,Low,Medium,10,69,Female,71
21,80,Medium,High,7,75,Male,69
17,65,Low,Low,5,55,Female,61
21,90,High,Medium,7,55,Female,70
23,76,Medium,Medium,8,84,Female,70
20,71,Medium,Medium,7,70,Female,65
20,75,Medium,Low,6,59,Male,64
16,80,High,High,9,62,Female,68
16,74,Low,Medium,9,86,Female,63
12,70,Medium,High,5,53,Male,63
30,76,Medium,Medium,6,75,Female,71
13,61,High,Low,7,68,Male,58
16,91,Medium,Medium,6,91,Female,68
16,67,Medium,High,8,90,Male,65
25,62,Medium,Medium,10,84,Female,65
18,86,High,Low,6,69,Male,68
27,91,Low,High,9,82,Male,69
16,93,Medium,Medium,5,82,Male,71
22,80,Low,Medium,8,67,Male,65
15,68,Low,Medium,6,94,Female,64
33,89,Low,Medium,8,99,Male,75
13,88,High,Medium,4,66,Female,67
22,70,Medium,High,5,90,Female,68
24,96,High,High,8,75,Female,72
22,64,Medium,Medium,6,73,Female,67
19,99,High,Medium,7,69,Male,72
19,94,Medium,Low,10,65,Male,69
20,88,Low,Low,7,96,Male,68
19,98,Medium,Medium,8,87,Male,70
26,89,Medium,Medium,6,72,Female,69
33,68,Medium,Low,5,88,Male,67
17,78,Medium,Medium,7,86,Female,63
12,63,Medium,High,5,63,Male,61
19,76,Medium,High,6,59,Female,66
35,90,High,Medium,7,92,Male,73
15,75,Medium,High,7,91,Male,67
30,73,High,Medium,8,100,Female,72
30,84,High,Medium,8,51,Male,69
17,95,Low,High,5,77,Female,69
23,62,Low,High,6,85,Male,63
30,75,Medium,Medium,4,79,Male,67
18,66,Medium,Medium,6,86,Female,63
19,88,Medium,High,8,57,Male,66
17,64,Medium,Medium,9,50,Female,62
14,87,Medium,Medium,7,55,Male,68
16,71,Medium,High,9,69,Female,65
13,68,Low,Low,8,66,Male,59
20,97,High,Medium,7,94,Male,72
15,61,Medium,High,6,54,Male,63
21,78,Medium,Medium,4,72,Male,68
11,61,Medium,Medium,9,98,Male,61
22,79,Low,Medium,7,75,Female,65
25,80,Medium,Medium,9,57,Female,68
8,73,Low,Medium,6,65,Male,61
22,65,Low,Low,10,81,Male,63
27,75,Medium,Medium,7,51,Male,67
13,87,Low,Medium,6,98,Male,66
30,91,Medium,Medium,7,78,Male,75
23,81,Medium,Medium,7,85,Male,68
16,84,Low,Medium,7,75,Female,65
20,68,Low,Medium,6,98,Female,64
23,71,High,Medium,4,79,Male,67
20,66,Low,Medium,6,83,Male,64
23,70,Medium,High,9,93,Female,67
14,69,Medium,High,6,93,Male,63
21,81,High,Medium,4,51,Female,67
12,83,High,Low,5,64,Female,65
19,98,High,Low,7,62,Female,70
15,68,Medium,Medium,6,50,Male,62
16,86,High,Medium,7,94,Female,69
27,93,Medium,Low,6,66,Female,70
27,82,Medium,Medium,9,67,Male,68
24,70,Medium,High,8,55,Female,68
13,71,Medium,Medium,10,99,Male,64
18,62,Low,High,6,91,Male,63
27,72,Low,Low,7,79,Female,68
21,90,High,Low,9,89,Female,67
34,62,High,Low,8,89,Female,68
22,69,Medium,High,6,83,Female,66
21,88,Medium,Medium,8,59,Male,67
18,91,High,Medium,8,86,Male,69
21,78,High,Medium,4,78,Male,68
19,88,Medium,High,6,86,Male,70
24,76,Medium,Medium,7,77,Female,68
26,66,Low,Medium,9,98,Male,66
15,76,Medium,High,8,81,Female,67
12,83,Medium,Medium,6,79,Female,65
9,98,Medium,Medium,6,92,Male,67
23,63,Medium,Medium,8,69,Male,63
13,80,Low,High,4,66,Female,64
7,73,High,Medium,6,75,Female,64
22,80,Low,Low,9,79,Female,66
35,61,Medium,High,7,61,Male,68
20,73,High,Medium,6,84,Male,67
25,93,Medium,High,5,90,Male,72
20,82,Medium,Medium,8,79,Male,67
19,78,Medium,Medium,7,76,Female,66
26,71,High,Low,7,65,Female,66
18,72,High,High,8,95,Male,67
22,75,Medium,Medium,7,88,Male,65
22,93,High,Medium,7,74,Male,70
16,99,Low,Medium,5,83,Female,69
26,78,High,High,5,67,Male,69
19,76,High,Medium,8,53,Female,66
15,94,Medium,Low,8,60,Male,66
23,77,High,High,8,54,Female,67
15,82,Medium,High,6,75,Male,67
20,69,Medium,Medium,8,81,Male,67
20,90,High,High,6,69,Female,72
27,81,Medium,Low,9,77,Female,68
23,92,Medium,Low,6,54,Male,70
20,91,Medium,Medium,6,88,Male,69
25,69,High,Low,7,52,Male,65
28,89,High,High,8,82,Male,72
23,92,Medium,High,7,72,Female,69
20,74,Medium,Medium,7,59,Female,68
12,67,High,High,6,76,Male,62
14,60,Medium,Low,7,89,Male,60
18,78,High,Medium,7,71,Male,67
16,74,High,High,6,68,Male,67
19,82,Medium,High,7,57,Male,67
20,68,Medium,Medium,7,80,Female,63
23,94,Medium,Low,10,91,Male,71
20,70,Medium,Medium,6,78,Female,66
23,69,Medium,Medium,6,58,Female,65
20,79,High,Medium,7,83,Female,69
8,80,High,Low,6,52,Female,63
14,69,Medium,Medium,5,92,Female,64
19,71,High,High,5,96,Female,67
13,67,Medium,Medium,6,80,Male,62
24,89,Medium,Low,6,94,Male,68
29,91,Medium,High,5,54,Male,71
27,78,High,Medium,7,61,Female,66
19,89,Medium,High,4,66,Female,69
29,89,Medium,Low,8,89,Male,71
21,66,Medium,Medium,6,74,Female,66
18,99,Medium,Medium,6,67,Female,72
16,93,Medium,Medium,8,58,Female,70
18,68,Low,Medium,8,91,Female,65
18,67,High,Medium,6,51,Female,64
21,65,Medium,Medium,8,67,Male,63
21,66,Medium,Medium,9,62,Male,63
20,90,Low,Medium,5,56,Male,66
23,79,High,High,8,59,Male,68
27,91,Medium,High,5,75,Male,74
26,90,High,High,9,71,Female,71
11,84,High,Medium,6,76,Female,67
5,87,High,Low,6,86,Female,66
26,61,High,Medium,9,95,Male,67
12,72,Low,High,8,56,Male,62
19,86,Medium,Low,6,54,Male,68
13,60,Medium,Medium,7,66,Male,62
9,61,High,Medium,6,77,Male,82
23,94,High,Medium,5,55,Male,70
25,87,High,Medium,7,86,Male,72
17,71,Low,High,6,78,Female,64
4,88,Medium,High,6,87,Male,66
17,92,Medium,Medium,9,68,Female,68
22,72,Low,Medium,6,70,Male,64
11,61,Low,Medium,7,90,Female,61
21,97,Medium,Medium,9,63,Male,69
20,74,High,High,7,69,Male,68
23,64,Medium,Medium,6,51,Male,64
21,80,Medium,High,7,78,Female,67
14,91,Medium,Medium,8,93,Male,67
27,69,Medium,Medium,8,51,Male,65
19,71,High,Medium,10,81,Female,68
20,70,Medium,High,6,92,Male,67
14,100,Low,Medium,7,75,Male,67
17,68,Medium,High,5,66,Male,64
15,83,High,High,8,100,Female,70
19,97,Medium,High,7,53,Male,69
30,66,Medium,High,7,61,Male,66
12,99,Low,Medium,6,94,Male,69
10,98,Low,Medium,6,65,Male,66
29,95,High,Medium,7,91,Female,73
19,69,Medium,Medium,6,67,Male,66
16,85,Medium,High,7,91,Male,69
26,90,Medium,Low,7,84,Male,70
16,99,High,Medium,5,73,Male,71
31,67,Low,High,5,76,Male,70
24,91,High,Low,6,59,Male,69
17,74,Medium,Medium,9,56,Male,63
33,67,High,Medium,6,86,Female,71
16,77,High,High,7,92,Male,67
24,92,Medium,Medium,5,86,Female,73
22,79,Low,High,6,96,Male,68
28,82,Low,Medium,5,95,Male,69
29,100,High,High,8,89,Female,76
20,76,Low,Medium,5,95,Male,68
15,85,Medium,Medium,8,58,Male,65
23,75,Medium,Medium,8,87,Female,66
16,76,Medium,Low,7,88,Male,65
32,88,Low,Medium,8,58,Male,69
21,98,High,Medium,10,95,Male,71
18,82,High,Low,8,50,Male,66
21,91,Medium,High,5,72,Female,69
12,64,Medium,Medium,9,51,Male,59
14,68,Medium,High,7,76,Male,65
27,80,High,High,10,71,Male,72
16,61,Medium,Low,6,81,Male,60
14,70,Medium,Medium,9,88,Female,64
23,81,Medium,Medium,7,88,Male,69
27,61,High,High,10,86,Female,70
24,71,Medium,High,7,55,Male,67
26,81,Medium,Medium,10,71,Female,67
15,83,Medium,Low,8,91,Male,64
11,97,Medium,Medium,8,83,Male,68
29,86,Medium,High,10,84,Female,72
18,77,Medium,High,6,61,Female,65
18,97,Medium,High,8,66,Male,70
28,91,High,Medium,7,98,Male,75
23,68,Low,Low,7,92,Male,65
23,65,Medium,High,7,58,Female,63
33,87,Medium,High,8,77,Male,71
16,82,Medium,Low,8,75,Female,66
26,92,Medium,Low,6,72,Female,69
20,90,High,Medium,7,74,Female,68
22,85,Medium,High,4,82,Male,71
29,99,High,Medium,8,98,Male,77
23,81,High,Low,10,94,Female,70
23,65,Medium,Medium,7,94,Female,66
26,93,High,Medium,5,85,Female,73
18,70,Medium,Medium,8,51,Male,62
15,91,Medium,Medium,6,72,Female,65
